,user,1,2,3,4,5,6,7,8,9,10
4118,1,Babe (1995),Monty Python's Life of Brian (1979),2001: A Space Odyssey (1968),Schindler's List (1993),Usual Suspects% The (1995),Godfather: Part II% The (1974),Dead Man Walking (1995),Stand by Me (1986),Life Is Beautiful (La Vita è bella) (1997),
4119,0,Thunderball (1965),Bananas (1971),From Russia with Love (1963),Endless Summer% The (1966),Kelly's Heroes (1970),Dirty Dozen% The (1967),Lethal Weapon 3 (1992),For Your Eyes Only (1981),Two Women (La Ciociara) (1961),
4120,0,Say Anything... (1989),Risky Business (1983),Caddyshack (1980),Beetlejuice (1988),Parenthood (1989),Fast Times at Ridgemont High (1982),Monty Python and the Holy Grail (1974),Big Chill% The (1983),Moonstruck (1987),
4121,0,Brazil (1985),Rocky Horror Picture Show% The (1975),Fifth Element% The (1997),Stargate (1994),Day the Earth Stood Still% The (1951),Stepford Wives% The (1975),Nosferatu (Nosferatu% eine Symphonie des Grauens) (1922),Logan's Run (1976),Abyss% The (1989),
4122,1,Loaded Weapon 1 (1993),Friday (1995),And Now for Something Completely Different (1971),True Romance (1993),Slums of Beverly Hills% The (1998),Mother (1996),Professional% The (a.k.a. Leon: The Professional) (1994),Simple Plan% A (1998),Thelma & Louise (1991),
4123,0,American Werewolf in London% An (1981),Scream (1996),Usual Suspects% The (1995),L.A. Confidential (1997),Green Mile% The (1999),Dead Zone% The (1983),Insider% The (1999),Jacob's Ladder (1990),Sling Blade (1996),
4124,1,Men in Black (1997),Stand by Me (1986),Pee-wee's Big Adventure (1985),Lost & Found (1999),Superstar (1999),Gods Must Be Crazy II% The (1989),One Crazy Summer (1986),Soul Man (1986),Cocoon (1985),
4125,0,American Beauty (1999),Good Will Hunting (1997),Alive (1993),Truman Show% The (1998),Graduate% The (1967),Grosse Pointe Blank (1997),Dead Man Walking (1995),Jerry Maguire (1996),Pleasantville (1998),
4126,1,Deep Impact (1998),Nutty Professor% The (1996),Total Recall (1990),Muppets Take Manhattan% The (1984),Lethal Weapon 4 (1998),Jaws (1975),U-571 (2000),Clear and Present Danger (1994),Shaft (2000),
4127,0,Starship Troopers (1997),Forever Young (1992),Cliffhanger (1993),Arachnophobia (1990),Sneakers (1992),Nutty Professor% The (1996),Anastasia (1997),Ghost and the Darkness% The (1996),Bicentennial Man (1999),
4128,0,Prizzi's Honor (1985),Diner (1982),Ran (1985),M*A*S*H (1970),Mumford (1999),Midnight Run (1988),American Gigolo (1980),Sting% The (1973),About Last Night... (1986),
4129,0,Boat% The (Das Boot) (1981),Taxi Driver (1976),Two Women (La Ciociara) (1961),And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),Wizard of Oz% The (1939),Bicycle Thief% The (Ladri di biciclette) (1948),On the Waterfront (1954),Battleship Potemkin% The (Bronenosets Potyomkin) (1925),12 Angry Men (1957),
4130,0,Matrix% The (1999),Midnight Run (1988),Star Trek: The Wrath of Khan (1982),Last of the Mohicans% The (1992),Crow% The (1994),Enemy of the State (1998),Lost World: Jurassic Park% The (1997),Mask of Zorro% The (1998),Glory (1989),
4131,0,Time Bandits (1981),Drop Dead Fred (1991),2001: A Space Odyssey (1968),Davy Crockett% King of the Wild Frontier (1955),Bride of Frankenstein (1935),Indian in the Cupboard% The (1995),Willow (1988),Nosferatu (Nosferatu% eine Symphonie des Grauens) (1922),Watership Down (1978),
4132,0,Doctor Dolittle (1998),Rushmore (1998),Kingpin (1996),Boiler Room (2000),Arlington Road (1999),Die Hard (1988),20 Dates (1998),Detroit Rock City (1999),Civil Action% A (1998),
4133,1,Babe: Pig in the City (1998),There's Something About Mary (1998),Carrie (1976),Halloween (1978),Mask of Zorro% The (1998),Grumpy Old Men (1993),I Still Know What You Did Last Summer (1998),Shakespeare in Love (1998),Boys Don't Cry (1999),
4134,0,Citizen Kane (1941),Easy Rider (1969),Midnight Cowboy (1969),Last Picture Show% The (1971),Breaker Morant (1980),Anatomy of a Murder (1959),In the Heat of the Night (1967),Suspicion (1941),Absolute Power (1997),
4135,0,Battlefield Earth (2000),Me% Myself and Irene (2000),Bone Collector% The (1999),Mod Squad% The (1999),Arlington Road (1999),Hollow Man (2000),Cruel Intentions (1999),Romeo Must Die (2000),U-571 (2000),
4136,0,Key Largo (1948),Laura (1944),Gilda (1946),Cape Fear (1962),Third Man% The (1949),Manchurian Candidate% The (1962),Killer's Kiss (1955),He Walked by Night (1948),Crossfire (1947),
4137,1,Risky Business (1983),Say Anything... (1989),Moonstruck (1987),Heathers (1989),Gods Must Be Crazy% The (1980),Fisher King% The (1991),Mother (1996),Diner (1982),Ghostbusters (1984),
4138,0,Perfect Storm% The (2000),X-Files: Fight the Future% The (1998),Sneakers (1992),Arachnophobia (1990),Mission to Mars (2000),Independence Day (ID4) (1996),Braveheart (1995),Planet of the Apes (1968),Alien (1979),
4139,0,Rounders (1998),Shawshank Redemption% The (1994),Hurricane% The (1999),Unforgiven (1992),Boys Don't Cry (1999),Kundun (1997),Legends of the Fall (1994),Welcome to the Dollhouse (1995),Good Will Hunting (1997),
4140,1,Black Sheep (1996),Supergirl (1984),Executive Decision (1996),Robin Hood: Men in Tights (1993),Magnum Force (1973),Grease (1978),Amos & Andrew (1993),Truman Show% The (1998),Deep Impact (1998),
4141,1,Some Folks Call It a Sling Blade (1993),Mask of Zorro% The (1998),Seven (Se7en) (1995),Leaving Las Vegas (1995),Nikita (La Femme Nikita) (1990),Gattaca (1997),Palmetto (1998),Jackie Brown (1997),Armageddon (1998),
4142,0,Airport '77 (1977),7th Voyage of Sinbad% The (1958),All Dogs Go to Heaven (1989),Jaws (1975),Star Wars: Episode V - The Empire Strikes Back (1980),Close Encounters of the Third Kind (1977),Around the World in 80 Days (1956),Adventures of Milo and Otis% The (1986),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),
4143,0,Godfather% The (1972),Aliens (1986),Back to the Future (1985),Full Metal Jacket (1987),Godfather: Part II% The (1974),Princess Bride% The (1987),Glory (1989),Abyss% The (1989),Who Framed Roger Rabbit? (1988),
4144,1,Men in Black (1997),Terminator% The (1984),Abyss% The (1989),Galaxy Quest (1999),Brazil (1985),Mars Attacks! (1996),Star Trek III: The Search for Spock (1984),Sting% The (1973),Flight of the Navigator (1986),
4145,0,Me% Myself and Irene (2000),Beach% The (2000),Shaft (2000),Romeo Must Die (2000),Snow Falling on Cedars (1999),Mosquito Coast% The (1986),Whole Nine Yards% The (2000),Entrapment (1999),Instinct (1999),
4146,0,Boat% The (Das Boot) (1981),Great Escape% The (1963),Longest Day% The (1962),Tora! Tora! Tora! (1970),Star Wars: Episode IV - A New Hope (1977),Back to the Future (1985),Papillon (1973),Bridge on the River Kwai% The (1957),Stalag 17 (1953),
4147,0,Terminator 2: Judgment Day (1991),Boat% The (Das Boot) (1981),Matrix% The (1999),Die Hard 2 (1990),Lethal Weapon (1987),Star Trek III: The Search for Spock (1984),Glory (1989),Midnight Run (1988),Star Wars: Episode I - The Phantom Menace (1999),
4148,0,Jurassic Park (1993),F/X (1986),Star Wars: Episode I - The Phantom Menace (1999),Rock% The (1996),Speed (1994),Abyss% The (1989),Fifth Element% The (1997),Titanic (1953),Midnight Run (1988),
4149,1,Toy Story 2 (1999),Babe (1995),Gladiator (2000),Insider% The (1999),L.A. Confidential (1997),Being John Malkovich (1999),Dark City (1998),Pi (1998),Saving Private Ryan (1998),
4150,1,With Honors (1994),For Your Eyes Only (1981),Brazil (1985),Rain Man (1988),Sister Act (1992),Alien Nation (1988),Cocoon (1985),EDtv (1999),Addams Family% The (1991),
4151,0,Gone in 60 Seconds (2000),Flintstones in Viva Rock Vegas% The (2000),Girl% Interrupted (1999),Hollow Man (2000),Road Trip (2000),Dangerous Liaisons (1988),No Way Out (1987),What Lies Beneath (2000),William Shakespeare's Romeo and Juliet (1996),
4152,1,North by Northwest (1959),Taxi Driver (1976),Lawrence of Arabia (1962),Third Man% The (1949),Wild Bunch% The (1969),Sting% The (1973),Young Frankenstein (1974),Boat% The (Das Boot) (1981),Maltese Falcon% The (1941),
4153,1,Mummy% The (1999),Ghost (1990),Flipper (1996),Casper (1995),Hunt for Red October% The (1990),Tin Cup (1996),Die Hard: With a Vengeance (1995),In the Line of Fire (1993),Cool Runnings (1993),
4154,0,Good Will Hunting (1997),Babe (1995),Fargo (1996),Life Is Beautiful (La Vita è bella) (1997),Jerry Maguire (1996),Dead Man Walking (1995),October Sky (1999),Shakespeare in Love (1998),Sixth Sense% The (1999),
4155,0,Species (1995),Superman II (1980),Dick Tracy (1990),Rocketeer% The (1991),Predator 2 (1990),Tron (1982),Planet of the Apes (1968),Toys (1992),Waterworld (1995),
4156,0,Starship Troopers (1997),Three Musketeers% The (1993),Galaxy Quest (1999),Hot Shots! Part Deux (1993),Live and Let Die (1973),Kelly's Heroes (1970),F/X 2 (1992),Jackie Brown (1997),Nikita (La Femme Nikita) (1990),
4157,0,Doors% The (1991),Everything You Always Wanted to Know About Sex (1972),South Park: Bigger% Longer and Uncut (1999),Poseidon Adventure% The (1972),Wild Wild West (1999),Summer of Sam (1999),American Pie (1999),Lethal Weapon 3 (1992),Endless Summer% The (1966),
4158,0,Mission: Impossible (1996),Men in Black (1997),Galaxy Quest (1999),Nutty Professor% The (1996),Fly Away Home (1996),Matrix% The (1999),Terminator 2: Judgment Day (1991),Braveheart (1995),unk1,
4159,1,Toy Story 2 (1999),Life Is Beautiful (La Vita è bella) (1997),Saving Private Ryan (1998),Babe: Pig in the City (1998),Sling Blade (1996),Pulp Fiction (1994),GoodFellas (1990),Dead Man Walking (1995),Good Will Hunting (1997),
4160,0,Virtuosity (1995),Fantastic Planet% The (La Planète sauvage) (1973),Stargate (1994),Pi (1998),With Byrd at the South Pole (1930),Sneakers (1992),Back to the Future Part III (1990),Starman (1984),Night of the Living Dead (1968),
4161,0,Breakdown (1997),Anaconda (1997),Devil's Own% The (1997),Starship Troopers (1997),Arrival% The (1996),Fallen (1998),Batman Forever (1995),Desperado (1995),Eraser (1996),
4162,0,American Beauty (1999),L.A. Confidential (1997),GoodFellas (1990),Seven (Se7en) (1995),Spitfire Grill% The (1996),Ref% The (1994),Joy Luck Club% The (1993),Pump Up the Volume (1990),Primary Colors (1998),
4163,0,Midsummer Night's Dream% A (1999),For Ever Mozart (1996),Erin Brockovich (2000),Stuart Little (1999),I Saw What You Did (1965),Chicken Run (2000),Toy Story 2 (1999),Sixth Sense% The (1999),13th Warrior% The (1999),
4164,0,Brazil (1985),Star Wars: Episode V - The Empire Strikes Back (1980),Aliens (1986),Creature Comforts (1990),Terminator% The (1984),Repo Man (1984),Wallace & Gromit: The Best of Aardman Animation (1996),Solaris (Solyaris) (1972),Day the Earth Stood Still% The (1951),
4165,1,Creature Comforts (1990),Swimming with Sharks (1995),House of Yes% The (1997),Party Girl (1995),Wallace & Gromit: The Best of Aardman Animation (1996),Shakespeare in Love (1998),South Park: Bigger% Longer and Uncut (1999),Waiting for Guffman (1996),Swingers (1996),
4166,0,All That Jazz (1979),South Pacific (1958),Guys and Dolls (1955),Sound of Music% The (1965),White Christmas (1954),Holiday Inn (1942),Funny Face (1957),Oliver! (1968),Lion King% The (1994),
4167,1,Galaxy Quest (1999),Glory (1989),Good Morning% Vietnam (1987),Duck Soup (1933),Titanic (1953),Lock% Stock & Two Smoking Barrels (1998),Licence to Kill (1989),Babe (1995),Run Lola Run (Lola rennt) (1998),
4168,0,Fargo (1996),Angels and Insects (1995),Shawshank Redemption% The (1994),Red Violin% The (Le Violon rouge) (1998),Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Queen Margot (La Reine Margot) (1994),Glengarry Glen Ross (1992),Secret of Roan Inish% The (1994),Dead Man Walking (1995),
4169,0,Ever After: A Cinderella Story (1998),I Shot Andy Warhol (1996),Dangerous Beauty (1998),Dante's Peak (1997),He Walked by Night (1948),American Beauty (1999),Stigmata (1999),Murder at 1600 (1997),Speechless (1994),
4170,0,Taxi Driver (1976),Cool Hand Luke (1967),Breaking Away (1979),Miracle on 34th Street (1947),Talented Mr. Ripley% The (1999),Green Mile% The (1999),Pulp Fiction (1994),Sling Blade (1996),Life Is Beautiful (La Vita è bella) (1997),
4171,0,Defending Your Life (1991),As Good As It Gets (1997),Life Is Beautiful (La Vita è bella) (1997),American President% The (1995),October Sky (1999),Much Ado About Nothing (1993),Back to the Future Part II (1989),Waking Ned Devine (1998),Some Folks Call It a Sling Blade (1993),
4172,0,Green Mile% The (1999),October Sky (1999),Dead Man Walking (1995),Few Good Men% A (1992),GoodFellas (1990),Insider% The (1999),Election (1999),As Good As It Gets (1997),Hamlet (1996),
4173,0,Little Mermaid% The (1989),Speed (1994),In the Line of Fire (1993),Matrix% The (1999),Negotiator% The (1998),Rush Hour (1998),Long Kiss Goodnight% The (1996),Get Shorty (1995),World Is Not Enough% The (1999),
4174,0,Cape Fear (1962),Third Man% The (1949),Killing% The (1956),Sleeper (1973),Laura (1944),Notorious (1946),Planet of the Apes (1968),Aliens (1986),E.T. the Extra-Terrestrial (1982),
4175,0,Do the Right Thing (1989),History of the World: Part I (1981),Blind Date (1987),Outrageous Fortune (1987),Porky's II: The Next Day (1983),Stripes (1981),Weekend at Bernie's (1989),Sixteen Candles (1984),When Harry Met Sally... (1989),
4176,0,Alien (1979),E.T. the Extra-Terrestrial (1982),Star Wars: Episode VI - Return of the Jedi (1983),Princess Bride% The (1987),Matrix% The (1999),Planet of the Apes (1968),Jurassic Park (1993),Raiders of the Lost Ark (1981),Mad Max (1979),
4177,1,Carrie (1976),Saving Private Ryan (1998),Glory (1989),Star Wars: Episode I - The Phantom Menace (1999),Blade Runner (1982),Rosemary's Baby (1968),Henry: Portrait of a Serial Killer (1990),Young Sherlock Holmes (1985),Back to the Future (1985),
4178,0,Jerry Maguire (1996),Sleepless in Seattle (1993),Notting Hill (1999),Shakespeare in Love (1998),French Kiss (1995),Clueless (1995),Hope Floats (1998),Four Weddings and a Funeral (1994),As Good As It Gets (1997),
4179,1,Schindler's List (1993),Notting Hill (1999),Big (1988),Michael (1996),Airplane! (1980),Breakfast Club% The (1985),Green Mile% The (1999),Dead Man Walking (1995),GoodFellas (1990),
4180,0,Perfect Storm% The (2000),Gone in 60 Seconds (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),U-571 (2000),Shaft (2000),Close Encounters of the Third Kind (1977),Pitch Black (2000),Road Trip (2000),Romeo Must Die (2000),
4181,0,Tin Cup (1996),Hot Shots! Part Deux (1993),Muriel's Wedding (1994),Waking Ned Devine (1998),Dumb & Dumber (1994),Don Juan DeMarco (1995),Sister Act (1992),Never Been Kissed (1999),Cable Guy% The (1996),
4182,0,Contact (1997),Star Wars: Episode I - The Phantom Menace (1999),Clockwork Orange% A (1971),Star Wars: Episode V - The Empire Strikes Back (1980),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Shanghai Noon (2000),Delicatessen (1991),Battlefield Earth (2000),Abyss% The (1989),
4183,1,Armageddon (1998),Batman Returns (1992),Desperado (1995),Sneakers (1992),Executive Decision (1996),Thelma & Louise (1991),Babe (1995),Schindler's List (1993),Star Wars: Episode VI - Return of the Jedi (1983),
4184,0,Big Momma's House (2000),Romeo Must Die (2000),Hollow Man (2000),Adventures of Rocky and Bullwinkle% The (2000),U-571 (2000),Space Cowboys (2000),Whole Nine Yards% The (2000),Nutty Professor II: The Klumps (2000),Replacements% The (2000),
4185,0,Misery (1990),Evil Dead II (Dead By Dawn) (1987),Re-Animator (1985),Eraserhead (1977),Little Shop of Horrors% The (1960),Night of the Living Dead (1968),Jacob's Ladder (1990),Nosferatu (Nosferatu% eine Symphonie des Grauens) (1922),Dracula (1931),
4186,1,Life Is Beautiful (La Vita è bella) (1997),X-Files: Fight the Future% The (1998),Jackie Brown (1997),Dreamscape (1984),Anastasia (1997),Boogie Nights (1997),Run Lola Run (Lola rennt) (1998),Brother from Another Planet% The (1984),2010 (1984),
4187,0,Gold Rush% The (1925),Graduate% The (1967),General% The (1927),Marty (1955),Touch of Evil (1958),Grapes of Wrath% The (1940),In the Heat of the Night (1967),Maltese Falcon% The (1941),Lost Weekend% The (1945),
4188,0,Shaft (2000),Mission: Impossible 2 (2000),Perfect Storm% The (2000),Space Cowboys (2000),U-571 (2000),Gone in 60 Seconds (2000),Mission to Mars (2000),Blade Runner (1982),Romeo Must Die (2000),
4189,0,Third Man% The (1949),Maltese Falcon% The (1941),Bicycle Thief% The (Ladri di biciclette) (1948),Touch of Evil (1958),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),8 1/2 (1963),Cape Fear (1962),North by Northwest (1959),M (1931),
4190,1,Superman II (1980),Star Trek VI: The Undiscovered Country (1991),Starman (1984),Planet of the Apes (1968),Star Wars: Episode I - The Phantom Menace (1999),Men in Black (1997),Star Trek: Insurrection (1998),E.T. the Extra-Terrestrial (1982),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),
4191,1,Chicken Run (2000),Antz (1998),Girl% Interrupted (1999),High Fidelity (2000),Tigger Movie% The (2000),Boys Don't Cry (1999),Shakespeare in Love (1998),Snow Falling on Cedars (1999),Hercules (1997),
4192,0,H.O.T.S. (1979),What Lies Beneath (2000),Hollow Man (2000),Gone in 60 Seconds (2000),Big Momma's House (2000),Nutty Professor II: The Klumps (2000),Missing in Action 2: The Beginning (1985),Braddock: Missing in Action III (1988),Road Trip (2000),
4193,0,Glory (1989),Jaws (1975),Blues Brothers% The (1980),Aliens (1986),Three Days of the Condor (1975),Midnight Run (1988),Boat% The (Das Boot) (1981),Great Escape% The (1963),Run Silent% Run Deep (1958),
4194,1,Babe: Pig in the City (1998),Mallrats (1995),When Harry Met Sally... (1989),Rosencrantz and Guildenstern Are Dead (1990),Stand by Me (1986),Shakespeare in Love (1998),Fargo (1996),Fight Club (1999),House of Yes% The (1997),
4195,0,Bonnie and Clyde (1967),Taxi Driver (1976),Third Man% The (1949),Some Like It Hot (1959),Rebel Without a Cause (1955),Sixth Sense% The (1999),It's a Wonderful Life (1946),Life Is Beautiful (La Vita è bella) (1997),Breaking Away (1979),
4196,0,Help! (1965),Tom Jones (1963),Ruling Class% The (1972),Easy Rider (1969),Interiors (1978),Ilsa% She Wolf of the SS (1974),Taming of the Shrew% The (1967),Nekromantik (1987),Hustler% The (1961),
4197,1,Who Framed Roger Rabbit? (1988),M*A*S*H (1970),Back to the Future (1985),Beetlejuice (1988),Cool Hand Luke (1967),Star Wars: Episode V - The Empire Strikes Back (1980),Legends of the Fall (1994),Star Wars: Episode IV - A New Hope (1977),Diner (1982),
4198,0,Birds% The (1963),Bram Stoker's Dracula (1992),Scream (1996),Firestarter (1984),Christine (1983),Haunting% The (1963),Night of the Living Dead (1968),Serial Mom (1994),Eraserhead (1977),
4199,0,Life Is Beautiful (La Vita è bella) (1997),Good Will Hunting (1997),October Sky (1999),Wrong Trousers% The (1993),Green Mile% The (1999),Dead Man Walking (1995),Like Water for Chocolate (Como agua para chocolate) (1992),GoodFellas (1990),Election (1999),
4200,0,Aliens (1986),Star Wars: Episode I - The Phantom Menace (1999),E.T. the Extra-Terrestrial (1982),Dark City (1998),Pi (1998),Invasion of the Body Snatchers (1956),X-Files: Fight the Future% The (1998),Princess Bride% The (1987),Brother from Another Planet% The (1984),
4201,0,Willy Wonka and the Chocolate Factory (1971),Boy Who Could Fly% The (1986),Dark Crystal% The (1982),Return to Oz (1985),Shaft (2000),Romeo Must Die (2000),Hook (1991),Escape to Witch Mountain (1975),Hollow Man (2000),
4202,0,Excalibur (1981),Top Gun (1986),Die Hard (1988),Blues Brothers% The (1980),Wizard of Oz% The (1939),Willow (1988),Glory (1989),Emerald Forest% The (1985),Untouchables% The (1987),
4203,0,Lock% Stock & Two Smoking Barrels (1998),Some Folks Call It a Sling Blade (1993),Run Lola Run (Lola rennt) (1998),Dances with Wolves (1990),Shakespeare in Love (1998),Bound (1996),Back to the Future (1985),Cop Land (1997),Nikita (La Femme Nikita) (1990),
4204,1,Dances with Wolves (1990),Princess Bride% The (1987),Boat% The (Das Boot) (1981),Glory (1989),Little Big Man (1970),Usual Suspects% The (1995),Galaxy Quest (1999),Who Framed Roger Rabbit? (1988),Brazil (1985),
4205,0,Hook (1991),Dudley Do-Right (1999),Legend (1985),Return to Oz (1985),Midsummer Night's Dream% A (1999),Honey% I Shrunk the Kids (1989),unk1,Santa Claus: The Movie (1985),Ladyhawke (1985),
4206,1,Little Mermaid% The (1989),Antz (1998),James and the Giant Peach (1996),Cinderella (1950),Sleeping Beauty (1959),Mulan (1998),Fantasia 2000 (1999),Pocahontas (1995),Charlotte's Web (1973),
4207,0,Killing Fields% The (1984),Last Emperor% The (1987),Kramer Vs. Kramer (1979),Tin Drum% The (Blechtrommel% Die) (1979),Five Easy Pieces (1970),Color of Money% The (1986),Manon of the Spring (Manon des sources) (1986),Hoosiers (1986),Badlands (1973),
4208,0,Quiet Man% The (1952),Sliding Doors (1998),Piano% The (1993),Strictly Ballroom (1992),Rob Roy (1995),Gone with the Wind (1939),Twelfth Night (1996),Shop Around the Corner% The (1940),Wings of the Dove% The (1997),
4209,0,Arlington Road (1999),I Saw What You Did (1965),Stigmata (1999),Pacific Heights (1990),Random Hearts (1999),Stir of Echoes (1999),13th Warrior% The (1999),Deep End of the Ocean% The (1999),White Squall (1996),
4210,0,Freejack (1992),Soldier (1998),Congo (1995),Virtuosity (1995),Cube (1997),Fifth Element% The (1997),Star Trek: The Motion Picture (1979),Deep Impact (1998),Mystery Science Theater 3000: The Movie (1996),
4211,0,House Party 3 (1994),Sinbad and the Eye of the Tiger (1977),Death Wish 3 (1985),H.O.T.S. (1979),Hollywood Knights% The (1980),Kentucky Fried Movie% The (1977),Assassination (1987),Aces: Iron Eagle III (1992),Death Wish 4: The Crackdown (1987),
4212,0,Force 10 from Navarone (1978),Magnum Force (1973),Pale Rider (1985),Patton (1970),Night to Remember% A (1958),Boat% The (Das Boot) (1981),Taking of Pelham One Two Three% The (1974),Rambo III (1988),Bad Girls (1994),
4213,1,Conspiracy Theory (1997),Midnight Run (1988),Who Framed Roger Rabbit? (1988),Magnum Force (1973),Payback (1999),Ghost and the Darkness% The (1996),Brazil (1985),Glory (1989),Negotiator% The (1998),
4214,0,Frequency (2000),Romeo Must Die (2000),28 Days (2000),Shawshank Redemption% The (1994),Shaft (2000),Drowning Mona (2000),U-571 (2000),Keeping the Faith (2000),Gone in 60 Seconds (2000),
4215,1,Professional% The (a.k.a. Leon: The Professional) (1994),Schindler's List (1993),Simple Plan% A (1998),Some Folks Call It a Sling Blade (1993),Babe (1995),There's Something About Mary (1998),Citizen Kane (1941),Big Lebowski% The (1998),Parenthood (1989),
4216,0,Gone in 60 Seconds (2000),Perfect Storm% The (2000),Space Cowboys (2000),Battlefield Earth (2000),Gladiator (2000),Shaft (2000),Shanghai Noon (2000),What Lies Beneath (2000),Ninth Gate% The (2000),
4217,1,Cider House Rules% The (1999),L.A. Confidential (1997),JFK (1991),Primary Colors (1998),Beach% The (2000),Mallrats (1995),Simon Birch (1998),Some Folks Call It a Sling Blade (1993),Awakenings (1990),
4218,0,Other Sister% The (1999),Blast from the Past (1999),League of Their Own% A (1992),Home Fries (1998),Corrina% Corrina (1994),Michael (1996),Meet Joe Black (1998),French Kiss (1995),Fools Rush In (1997),
4219,0,Star Trek: Generations (1994),Mad Max Beyond Thunderdome (1985),Superman III (1983),Predator (1987),Galaxy Quest (1999),Spaceballs (1987),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Soylent Green (1973),Matrix% The (1999),
4220,1,Dogma (1999),Mighty Aphrodite (1995),Toy Story 2 (1999),Naked Gun: From the Files of Police Squad!% The (1988),Sleepless in Seattle (1993),Defending Your Life (1991),Much Ado About Nothing (1993),Commitments% The (1991),When Harry Met Sally... (1989),
4221,0,Key Largo (1948),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Cape Fear (1962),Third Man% The (1949),Lady Vanishes% The (1938),My Man Godfrey (1957),Green Mile% The (1999),All About Eve (1950),Treasure of the Sierra Madre% The (1948),
4222,0,Boat% The (Das Boot) (1981),Dark Crystal% The (1982),One Flew Over the Cuckoo's Nest (1975),Miracle on 34th Street (1947),Ordinary People (1980),Flubber (1997),Small Soldiers (1998),Deer Hunter% The (1978),To Kill a Mockingbird (1962),
4223,0,X-Files: Fight the Future% The (1998),Star Wars: Episode VI - Return of the Jedi (1983),Aliens (1986),Sneakers (1992),Dark City (1998),Dune (1984),Logan's Run (1976),Strange Days (1995),Escape from New York (1981),
4224,1,Fantasia 2000 (1999),Something to Talk About (1995),Truth About Cats & Dogs% The (1996),Bachelor% The (1999),Gigi (1958),Forget Paris (1995),All That Jazz (1979),Romeo and Juliet (1968),Love Letter% The (1999),
4225,1,Talented Mr. Ripley% The (1999),Silence of the Lambs% The (1991),GoodFellas (1990),Seven (Se7en) (1995),Run Lola Run (Lola rennt) (1998),Sweet Hereafter% The (1997),Ed Wood (1994),Flirting With Disaster (1996),Glengarry Glen Ross (1992),
4226,1,Babe: Pig in the City (1998),Mickey Blue Eyes (1999),Election (1999),Civil Action% A (1998),Pushing Tin (1999),Talented Mr. Ripley% The (1999),Doctor Dolittle (1998),Entrapment (1999),For Love of the Game (1999),
4227,0,Meatballs (1979),Lawrence of Arabia (1962),Alligator (1980),Ghost and the Darkness% The (1996),Little Shop of Horrors (1986),Bride of Re-Animator (1990),Dante's Peak (1997),Eraserhead (1977),Mortal Kombat: Annihilation (1997),
4228,0,Good Will Hunting (1997),GoodFellas (1990),Sling Blade (1996),Dead Man Walking (1995),Usual Suspects% The (1995),Being John Malkovich (1999),Insider% The (1999),Fight Club (1999),Life Is Beautiful (La Vita è bella) (1997),
4229,1,League of Their Own% A (1992),Austin Powers: International Man of Mystery (1997),Clueless (1995),Full Monty% The (1997),Truth About Cats & Dogs% The (1996),Sleepless in Seattle (1993),Fisher King% The (1991),Notting Hill (1999),Creature Comforts (1990),
4230,0,Shanghai Noon (2000),U-571 (2000),Space Cowboys (2000),What Lies Beneath (2000),Frequency (2000),Rules of Engagement (2000),Kentucky Fried Movie% The (1977),Bird on a Wire (1990),Tigger Movie% The (2000),
4231,1,Big Lebowski% The (1998),GoodFellas (1990),Professional% The (a.k.a. Leon: The Professional) (1994),Sling Blade (1996),Run Lola Run (Lola rennt) (1998),Silence of the Lambs% The (1991),Nikita (La Femme Nikita) (1990),Three Kings (1999),Hoop Dreams (1994),
4232,0,Man on the Moon (1999),Fight Club (1999),Erin Brockovich (2000),Elizabeth (1998),South Park: Bigger% Longer and Uncut (1999),Midsummer Night's Dream% A (1999),Election (1999),Bringing Out the Dead (1999),Perfect Storm% The (2000),
4233,1,Producers% The (1968),Citizen Kane (1941),M*A*S*H (1970),This Is Spinal Tap (1984),Jaws (1975),Network (1976),Crimes and Misdemeanors (1989),Get Shorty (1995),Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),
4234,1,2001: A Space Odyssey (1968),Romeo and Juliet (1968),Ferris Bueller's Day Off (1986),Doctor Zhivago (1965),Sting% The (1973),Labyrinth (1986),Apartment% The (1960),Brazil (1985),Who Framed Roger Rabbit? (1988),
4235,0,Some Folks Call It a Sling Blade (1993),Elizabeth (1998),Cider House Rules% The (1999),Beach% The (2000),Talented Mr. Ripley% The (1999),Schindler's List (1993),English Patient% The (1996),High Fidelity (2000),Saving Private Ryan (1998),
4236,0,54 (1998),Doctor Dolittle (1998),White Squall (1996),She's All That (1999),Instinct (1999),Drop Dead Gorgeous (1999),For Love of the Game (1999),Pacific Heights (1990),Eyes Wide Shut (1999),
4237,1,Thin Red Line% The (1998),Green Mile% The (1999),Usual Suspects% The (1995),Romeo Must Die (2000),Being John Malkovich (1999),Schindler's List (1993),Fargo (1996),True Romance (1993),Desperado (1995),
