,user,1,2,3,4,5,6
5325,1,North by Northwest (1959),Chinatown (1974),October Sky (1999),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Shawshank Redemption% The (1994),12 Angry Men (1957)
5326,1,Thin Blue Line% The (1988),Raising Arizona (1987),Animal House (1978),Stand by Me (1986),Do the Right Thing (1989),Christmas Story% A (1983)
5327,0,Stripes (1981),Heathers (1989),Hairspray (1988),Platoon (1986),Better Off Dead... (1985),Prizzi's Honor (1985)
5328,0,Once Were Warriors (1994),Basketball Diaries% The (1995),Citizen Ruth (1996),Fargo (1996),Heavenly Creatures (1994),Raging Bull (1980)
5329,0,Room with a View% A (1986),Man on the Moon (1999),Elephant Man% The (1980),High Fidelity (2000),Insider% The (1999),Apollo 13 (1995)
5330,0,Central Station (Central do Brasil) (1998),Fight Club (1999),Glengarry Glen Ross (1992),Silence of the Lambs% The (1991),Lone Star (1996),One Flew Over the Cuckoo's Nest (1975)
5331,1,Gods Must Be Crazy% The (1980),Raising Arizona (1987),Beetlejuice (1988),Big Chill% The (1983),Caddyshack (1980),Stripes (1981)
5332,0,Untouchables% The (1987),Princess Bride% The (1987),Speed (1994),Twelve Monkeys (1995),Full Metal Jacket (1987),Supercop (1992)
5333,0,Angela's Ashes (1999),Boiler Room (2000),Shine (1996),Perfect Storm% The (2000),Beetlejuice (1988),Tao of Steve% The (2000)
5334,0,Love and Basketball (2000),My Dog Skip (1999),Some Like It Hot (1959),Hanging Up (2000),Whole Nine Yards% The (2000),Next Best Thing% The (2000)
5335,0,Ferris Bueller's Day Off (1986),Right Stuff% The (1983),Who Framed Roger Rabbit? (1988),Saving Private Ryan (1998),2001: A Space Odyssey (1968),Blues Brothers% The (1980)
5336,0,Clear and Present Danger (1994),Mask of Zorro% The (1998),Last of the Mohicans% The (1992),Godfather: Part II% The (1974),Speed (1994),Get Shorty (1995)
5337,0,Labyrinth (1986),Tarzan (1999),Star Trek III: The Search for Spock (1984),Jungle Book% The (1967),Gulliver's Travels (1939),Steamboat Willie (1940)
5338,0,Fly% The (1986),Strange Days (1995),Gattaca (1997),Mad Max 2 (a.k.a. The Road Warrior) (1981),Close Encounters of the Third Kind (1977),Deep Impact (1998)
5339,1,Jaws (1975),Time Bandits (1981),Men in Black (1997),Galaxy Quest (1999),E.T. the Extra-Terrestrial (1982),Who Framed Roger Rabbit? (1988)
5340,0,Muriel's Wedding (1994),Ice Storm% The (1997),Sleepless in Seattle (1993),Hands on a Hard Body (1996),Emma (1996),Magnolia (1999)
5341,0,Willy Wonka and the Chocolate Factory (1971),Sid and Nancy (1986),Star Wars: Episode V - The Empire Strikes Back (1980),Dirty Dancing (1987),Little Shop of Horrors% The (1960),When Harry Met Sally... (1989)
5342,1,Jurassic Park (1993),Fugitive% The (1993),Princess Bride% The (1987),Glory (1989),Green Mile% The (1999),Toy Story 2 (1999)
5343,1,Lion King% The (1994),Fantasia (1940),Peter Pan (1953),Song of the South (1946),Alice in Wonderland (1951),Steamboat Willie (1940)
5344,0,Never Cry Wolf (1983),Duck Soup (1933),American President% The (1995),Harold and Maude (1971),Producers% The (1968),Women on the Verge of a Nervous Breakdown (1988)
5345,1,Total Recall (1990),Lost World: Jurassic Park% The (1997),Devil's Own% The (1997),Snake Eyes (1998),Jaws (1975),Stand by Me (1986)
5346,0,Mary Poppins (1964),Bringing Out the Dead (1999),Perfect Blue (1997),Pinocchio (1940),Fight Club (1999),Citizen Kane (1941)
5347,1,Air Force One (1997),Ref% The (1994),Sister Act (1992),In the Line of Fire (1993),Hot Shots! Part Deux (1993),That Thing You Do! (1996)
5348,0,Christine (1983),Henry: Portrait of a Serial Killer (1990),Fly II% The (1989),Frighteners% The (1996),Interview with the Vampire (1994),Serial Mom (1994)
5349,0,Purple Rose of Cairo% The (1985),Stand and Deliver (1987),Mrs. Brown (Her Majesty% Mrs. Brown) (1997),Cyrano de Bergerac (1990),Ordinary People (1980),Brassed Off (1996)
5350,1,Jaws (1975),Escape from New York (1981),Stargate (1994),Lord of the Flies (1963),From Dusk Till Dawn (1996),Ben-Hur (1959)
5351,0,Batman (1989),Princess Bride% The (1987),Ben-Hur (1959),Matrix% The (1999),Star Wars: Episode I - The Phantom Menace (1999),Who Framed Roger Rabbit? (1988)
5352,0,My Fair Lady (1964),Antz (1998),Top Hat (1935),Little Mermaid% The (1989),Nightmare Before Christmas% The (1993),Gone with the Wind (1939)
5353,0,Sling Blade (1996),Graduate% The (1967),Cider House Rules% The (1999),Three Kings (1999),Apollo 13 (1995),October Sky (1999)
5354,0,Enemy of the State (1998),Twister (1996),Natural Born Killers (1994),Negotiator% The (1998),GoldenEye (1995),Die Hard: With a Vengeance (1995)
5355,1,Toy Story 2 (1999),Life Is Beautiful (La Vita è bella) (1997),Network (1976),Cool Hand Luke (1967),Schindler's List (1993),October Sky (1999)
5356,0,American Werewolf in London% An (1981),Dracula (1931),Carnival of Souls (1962),Phantasm (1979),Little Shop of Horrors% The (1960),Haunting% The (1963)
5357,0,Doors% The (1991),Bachelor% The (1999),Summer of Sam (1999),Detroit Rock City (1999),Love Letter% The (1999),Sleepy Hollow (1999)
5358,0,Star Wars: Episode IV - A New Hope (1977),Little Big Man (1970),Dr. No (1962),Princess Bride% The (1987),Who Framed Roger Rabbit? (1988),Thunderball (1965)
5359,1,Three Musketeers% The (1993),Blues Brothers% The (1980),Full Metal Jacket (1987),Sling Blade (1996),Conan the Barbarian (1982),Anastasia (1997)
5360,0,U-571 (2000),Erin Brockovich (2000),Skulls% The (2000),Pitch Black (2000),Boys Don't Cry (1999),Snow Falling on Cedars (1999)
5361,1,Notting Hill (1999),Sabrina (1995),Truth About Cats & Dogs% The (1996),Lady and the Tramp (1955),Newsies (1992),Antz (1998)
5362,0,Holiday Inn (1942),Wrong Man% The (1956),Asphalt Jungle% The (1950),Meet Me in St. Louis (1944),Cabaret (1972),Crossfire (1947)
5363,0,Galaxy Quest (1999),Alien (1979),E.T. the Extra-Terrestrial (1982),Indiana Jones and the Last Crusade (1989),Jaws (1975),Stargate (1994)
5364,1,Ransom (1996),Star Wars: Episode VI - Return of the Jedi (1983),Nikita (La Femme Nikita) (1990),Jaws (1975),Conspiracy Theory (1997),Falling Down (1993)
5365,1,Devil's Own% The (1997),Eyes Wide Shut (1999),Fargo (1996),20 Dates (1998),Babe: Pig in the City (1998),Bowfinger (1999)
5366,1,American Beauty (1999),Sling Blade (1996),20 Dates (1998),Saving Private Ryan (1998),Summer of Sam (1999),Doors% The (1991)
5367,1,Song of the South (1946),Tequila Sunrise (1988),Dick (1999),Brighton Beach Memoirs (1986),General's Daughter% The (1999),Cruel Intentions (1999)
5368,0,Men in Black (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Run Lola Run (Lola rennt) (1998),Logan's Run (1976),Lord of the Rings% The (1978),Star Trek: First Contact (1996)
5369,0,Tomorrow Never Dies (1997),Ed Wood (1994),Professional% The (a.k.a. Leon: The Professional) (1994),Buena Vista Social Club (1999),Glory (1989),Run Lola Run (Lola rennt) (1998)
5370,0,Mod Squad% The (1999),Pacific Heights (1990),I Saw What You Did (1965),Bone Collector% The (1999),Pushing Tin (1999),Mickey Blue Eyes (1999)
5371,1,Election (1999),Grifters% The (1990),Bullets Over Broadway (1994),Jerry Maguire (1996),Insider% The (1999),Misérables% Les (1998)
5372,0,General's Daughter% The (1999),Silence of the Lambs% The (1991),Doctor Dolittle (1998),Kingpin (1996),Dick (1999),Schindler's List (1993)
5373,0,Star Wars: Episode I - The Phantom Menace (1999),X-Men (2000),Men in Black (1997),E.T. the Extra-Terrestrial (1982),Alien (1979),Aliens (1986)
5374,0,Instinct (1999),For Love of the Game (1999),I Saw What You Did (1965),Clan of the Cave Bear% The (1986),Random Hearts (1999),54 (1998)
5375,1,Toy Story 2 (1999),Bulworth (1998),There's Something About Mary (1998),Mother (1996),Shakespeare in Love (1998),Metropolitan (1990)
5376,1,Indiana Jones and the Last Crusade (1989),Escape from New York (1981),Mad Max (1979),Professional% The (a.k.a. Leon: The Professional) (1994),L.A. Confidential (1997),Dead Man Walking (1995)
5377,0,Sling Blade (1996),Schindler's List (1993),Bull Durham (1988),Airplane! (1980),Green Mile% The (1999),Some Folks Call It a Sling Blade (1993)
5378,0,Snow Falling on Cedars (1999),Doctor Dolittle (1998),20 Dates (1998),Story of Us% The (1999),Rushmore (1998),Wood% The (1999)
5379,0,Messenger: The Story of Joan of Arc% The (1999),Erin Brockovich (2000),Man on the Moon (1999),Boys Don't Cry (1999),Titan A.E. (2000),Talented Mr. Ripley% The (1999)
5380,0,Me% Myself and Irene (2000),Gone in 60 Seconds (2000),Fight Club (1999),Scary Movie (2000),Snow Falling on Cedars (1999),Reindeer Games (2000)
5381,1,Ferris Bueller's Day Off (1986),When Harry Met Sally... (1989),Raising Arizona (1987),Trading Places (1983),Caddyshack (1980),Beetlejuice (1988)
5382,0,Die Hard (1988),Young Sherlock Holmes (1985),Untouchables% The (1987),Aliens (1986),Jaws (1975),Ninth Gate% The (2000)
5383,0,Loves of Carmen% The (1948),Raiders of the Lost Ark (1981),E.T. the Extra-Terrestrial (1982),Back to the Future (1985),On the Town (1949),2001: A Space Odyssey (1968)
5384,1,Fantasia 2000 (1999),Babe: Pig in the City (1998),Little Mermaid% The (1989),Lady and the Tramp (1955),Song of the South (1946),Antz (1998)
5385,0,Batman (1989),Who Framed Roger Rabbit? (1988),Indiana Jones and the Temple of Doom (1984),Talented Mr. Ripley% The (1999),Magnolia (1999),Snow Falling on Cedars (1999)
5386,1,Mission: Impossible (1996),Last of the Mohicans% The (1992),Face/Off (1997),What Lies Beneath (2000),Get Shorty (1995),Eyes Wide Shut (1999)
5387,1,Tarzan (1999),Foreign Correspondent (1940),Top Gun (1986),Brazil (1985),Blues Brothers% The (1980),Day the Earth Stood Still% The (1951)
5388,0,Where the Heart Is (2000),Patriot Games (1992),Glory (1989),Batman (1989),Negotiator% The (1998),In the Line of Fire (1993)
5389,0,Nineteen Eighty-Four (1984),Starman (1984),Metropolis (1926),Total Recall (1990),Back to the Future Part II (1989),Deep Blue Sea (1999)
5390,1,Monty Python's Life of Brian (1979),Abyss% The (1989),Jaws (1975),Midnight Run (1988),Die Hard 2 (1990),Thelma & Louise (1991)
5391,0,Live and Let Die (1973),Dr. No (1962),Fistful of Dollars% A (1964),Dirty Dozen% The (1967),Shaft (1971),Thunderball (1965)
5392,0,Elizabeth (1998),Talented Mr. Ripley% The (1999),Life Is Beautiful (La Vita è bella) (1997),Shine (1996),Sliding Doors (1998),Dances with Wolves (1990)
5393,0,Truman Show% The (1998),Killing Fields% The (1984),Kundun (1997),One Flew Over the Cuckoo's Nest (1975),My Life (1993),Mr. Smith Goes to Washington (1939)
5394,1,Happy% Texas (1999),Donnie Brasco (1997),That Thing You Do! (1996),Freeway (1996),Old Yeller (1957),Breakfast Club% The (1985)
5395,0,Stuart Little (1999),Manchurian Candidate% The (1962),Runaway Bride (1999),Elizabeth (1998),Bringing Out the Dead (1999),Entrapment (1999)
5396,1,Fly% The (1986),Braveheart (1995),Who Framed Roger Rabbit? (1988),Close Encounters of the Third Kind (1977),Planet of the Apes (1968),Mad Max 2 (a.k.a. The Road Warrior) (1981)
5397,1,Election (1999),Simple Plan% A (1998),Airplane II: The Sequel (1982),Out of Sight (1998),Galaxy Quest (1999),Chicken Run (2000)
5398,0,Messenger: The Story of Joan of Arc% The (1999),Talented Mr. Ripley% The (1999),Magnolia (1999),Red Violin% The (Le Violon rouge) (1998),Shakespeare in Love (1998),Election (1999)
5399,0,Mars Attacks! (1996),X-Men (2000),Lost World: Jurassic Park% The (1997),Mystery Science Theater 3000: The Movie (1996),Flight of the Navigator (1986),Demolition Man (1993)
5400,0,Pitch Black (2000),Whole Nine Yards% The (2000),U-571 (2000),Where the Heart Is (2000),Return to Me (2000),Titan A.E. (2000)
5401,1,Dead Man Walking (1995),Hook (1991),Leaving Las Vegas (1995),Green Mile% The (1999),October Sky (1999),Lion King% The (1994)
5402,1,Raiders of the Lost Ark (1981),Few Good Men% A (1992),Stand by Me (1986),American Beauty (1999),Life Is Beautiful (La Vita è bella) (1997),Terminator% The (1984)
5403,1,Raiders of the Lost Ark (1981),Tarzan (1999),Terminator 2: Judgment Day (1991),Planet of the Apes (1968),Abyss% The (1989),Total Recall (1990)
5404,1,M*A*S*H (1970),Godfather: Part II% The (1974),Toy Story 2 (1999),Doors% The (1991),Blade Runner (1982),Truman Show% The (1998)
5405,0,Life Is Beautiful (La Vita è bella) (1997),Piano% The (1993),Shine (1996),Truman Show% The (1998),Postino% Il (The Postman) (1994),River Runs Through It% A (1992)
5406,1,My Best Friend's Wedding (1997),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),When Harry Met Sally... (1989),Babe: Pig in the City (1998),Forrest Gump (1994),Philadelphia Story% The (1940)
5407,0,Big Lebowski% The (1998),Everest (1998),Devil in a Blue Dress (1995),Reservoir Dogs (1992),Pulp Fiction (1994),Seven (Se7en) (1995)
5408,0,Dune (1984),All That Jazz (1979),Mad Max Beyond Thunderdome (1985),Evita (1996),Meet Me in St. Louis (1944),South Pacific (1958)
5409,0,Fight Club (1999),Shakespeare in Love (1998),Election (1999),Boys Don't Cry (1999),Magnolia (1999),Green Mile% The (1999)
5410,0,Dudley Do-Right (1999),Dead Calm (1989),Out-of-Towners% The (1999),Mickey Blue Eyes (1999),Austin Powers: The Spy Who Shagged Me (1999),Civil Action% A (1998)
5411,0,Othello (1995),Exotica (1994),Flawless (1999),Music of the Heart (1999),Haunting% The (1999),Blair Witch Project% The (1999)
5412,1,Galaxy Quest (1999),Jaws (1975),Drunken Master (Zui quan) (1979),Boat% The (Das Boot) (1981),Star Trek: Generations (1994),Fifth Element% The (1997)
5413,0,Delicatessen (1991),Girl% Interrupted (1999),Cape Fear (1962),Jaws (1975),Seven (Se7en) (1995),Contact (1997)
5414,0,Star Wars: Episode I - The Phantom Menace (1999),Galaxy Quest (1999),Raiders of the Lost Ark (1981),Beetlejuice (1988),Aliens (1986),Little Shop of Horrors% The (1960)
5415,1,Who Framed Roger Rabbit? (1988),Much Ado About Nothing (1993),Big Chill% The (1983),Forrest Gump (1994),Fish Called Wanda% A (1988),Raising Arizona (1987)
5416,1,Animal House (1978),M*A*S*H (1970),Airplane! (1980),L.A. Confidential (1997),Harvey (1950),Nikita (La Femme Nikita) (1990)
5417,0,Hook (1991),Return to Oz (1985),Boy Who Could Fly% The (1986),Godzilla (Gojira) (1954),Jumanji (1995),Fantastic Planet% The (La Planète sauvage) (1973)
5418,1,Godfather: Part II% The (1974),Superman (1978),Matrix% The (1999),Untouchables% The (1987),Star Trek V: The Final Frontier (1989),Predator (1987)
5419,0,Limey% The (1999),One Flew Over the Cuckoo's Nest (1975),Richard III (1995),Shallow Grave (1994),Bridge on the River Kwai% The (1957),Blue Velvet (1986)
5420,1,Pokémon: The First Movie (1998),Free Willy 3: The Rescue (1997),Sound of Music% The (1965),Antz (1998),Great Mouse Detective% The (1986),Tarzan (1999)
5421,0,Heathers (1989),October Sky (1999),Insider% The (1999),Green Mile% The (1999),Crying Game% The (1992),Women on the Verge of a Nervous Breakdown (1988)
5422,0,Local Hero (1983),Goodbye Girl% The (1977),While You Were Sleeping (1995),Take the Money and Run (1969),Double Indemnity (1944),Little Big Man (1970)
5423,0,Hoop Dreams (1994),Green Mile% The (1999),Dead Man Walking (1995),Grifters% The (1990),Seven (Se7en) (1995),Reservoir Dogs (1992)
5424,1,M*A*S*H (1970),Elizabeth (1998),Forrest Gump (1994),Bug's Life% A (1998),L.A. Confidential (1997),GoodFellas (1990)
5425,0,Graduate% The (1967),Cruel Intentions (1999),Silence of the Lambs% The (1991),Office Space (1999),Insider% The (1999),Sling Blade (1996)
5426,0,Gremlins (1984),Mr. Mom (1983),In & Out (1997),Stand and Deliver (1987),Men in Black (1997),Outsiders% The (1983)
5427,1,Grifters% The (1990),Run Lola Run (Lola rennt) (1998),Silence of the Lambs% The (1991),Shawshank Redemption% The (1994),Godfather: Part II% The (1974),Monty Python's Life of Brian (1979)
5428,1,First Wives Club% The (1996),Birdcage% The (1996),Rounders (1998),Wedding Singer% The (1998),Green Mile% The (1999),What About Bob? (1991)
5429,0,Shakespeare in Love (1998),Gods and Monsters (1998),Green Mile% The (1999),Magnolia (1999),Insider% The (1999),Life Is Beautiful (La Vita è bella) (1997)
5430,0,James and the Giant Peach (1996),Cabaret (1972),Song of the South (1946),Newsies (1992),Hercules (1997),Gone with the Wind (1939)
5431,1,Blast from the Past (1999),Much Ado About Nothing (1993),My Best Friend's Wedding (1997),What's Love Got to Do with It? (1993),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Living Out Loud (1998)
5432,0,Blue Angel% The (Blaue Engel% Der) (1930),Never Cry Wolf (1983),Casablanca (1942),Midnight Cowboy (1969),My Left Foot (1989),12 Angry Men (1957)
5433,0,Braveheart (1995),Splash (1984),Rocketeer% The (1991),Spaceballs (1987),Robocop 3 (1993),Demolition Man (1993)
5434,0,Princess Bride% The (1987),October Sky (1999),Do the Right Thing (1989),Deconstructing Harry (1997),Manhattan Murder Mystery (1993),Usual Suspects% The (1995)
5435,0,Galaxy Quest (1999),Pi (1998),Dark City (1998),Starship Troopers (1997),Stargate (1994),Arachnophobia (1990)
5436,0,Galaxy Quest (1999),Independence Day (ID4) (1996),Mask of Zorro% The (1998),Fugitive% The (1993),Twelve Monkeys (1995),Star Wars: Episode I - The Phantom Menace (1999)
5437,0,Airplane! (1980),Schindler's List (1993),Princess Bride% The (1987),Roger & Me (1989),Good Morning% Vietnam (1987),Professional% The (a.k.a. Leon: The Professional) (1994)
5438,0,GoodFellas (1990),Nikita (La Femme Nikita) (1990),Sling Blade (1996),October Sky (1999),Leaving Las Vegas (1995),Green Mile% The (1999)
5439,0,Bringing Out the Dead (1999),Gone with the Wind (1939),Election (1999),Shakespeare in Love (1998),Citizen Kane (1941),African Queen% The (1951)
5440,0,Wag the Dog (1997),Mulholland Falls (1996),Mumford (1999),Rushmore (1998),Full Monty% The (1997),Grosse Pointe Blank (1997)
5441,1,Taxi Driver (1976),Speed (1994),Total Recall (1990),Boat% The (Das Boot) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Rocky Horror Picture Show% The (1975)
5442,0,Professional% The (a.k.a. Leon: The Professional) (1994),Being John Malkovich (1999),Green Mile% The (1999),Run Lola Run (Lola rennt) (1998),Babe (1995),GoodFellas (1990)
5443,0,Airplane! (1980),Face/Off (1997),Back to the Future Part III (1990),What Dreams May Come (1998),Galaxy Quest (1999),Twelve Monkeys (1995)
5444,0,Big Daddy (1999),Red Violin% The (Le Violon rouge) (1998),Bachelor% The (1999),Superstar (1999),54 (1998),Dick (1999)
5445,0,Braveheart (1995),Clockwork Orange% A (1971),Robocop (1987),Brazil (1985),Seven (Se7en) (1995),Producers% The (1968)
5446,1,Rear Window (1954),Taxi Driver (1976),12 Angry Men (1957),On the Waterfront (1954),Who's Afraid of Virginia Woolf? (1966),In the Heat of the Night (1967)
5447,0,Phenomenon (1996),Four Weddings and a Funeral (1994),Witness (1985),Breakfast at Tiffany's (1961),League of Their Own% A (1992),To Kill a Mockingbird (1962)
5448,1,Duck Soup (1933),Being There (1979),Lolita (1962),On the Waterfront (1954),Kramer Vs. Kramer (1979),Boys from Brazil% The (1978)
5449,0,G.I. Jane (1997),Arachnophobia (1990),Conspiracy Theory (1997),Mask of Zorro% The (1998),Die Hard: With a Vengeance (1995),River Wild% The (1994)
5450,0,Predator (1987),Galaxy Quest (1999),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Starman (1984),Breakfast Club% The (1985),Saving Private Ryan (1998)
5451,0,Indiana Jones and the Last Crusade (1989),Terminator% The (1984),Cape Fear (1962),Jaws (1975),Wizard of Oz% The (1939),Talented Mr. Ripley% The (1999)
5452,1,Arachnophobia (1990),Benny & Joon (1993),Emma (1996),Seven (Se7en) (1995),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Mother (1996)
5453,1,2001: A Space Odyssey (1968),Pi (1998),Face/Off (1997),Back to the Future (1985),GoodFellas (1990),Battlefield Earth (2000)
5454,0,Shawshank Redemption% The (1994),Doctor Zhivago (1965),12 Angry Men (1957),GoodFellas (1990),Adventures of Robin Hood% The (1938),Grapes of Wrath% The (1940)
5455,1,Star Wars: Episode VI - Return of the Jedi (1983),Doors% The (1991),Life Is Beautiful (La Vita è bella) (1997),Saving Private Ryan (1998),Bug's Life% A (1998),Babe (1995)
5456,1,Do the Right Thing (1989),Harold and Maude (1971),Airplane! (1980),When Harry Met Sally... (1989),Young Frankenstein (1974),Local Hero (1983)
5457,1,Galaxy Quest (1999),Star Trek: Generations (1994),Metropolis (1926),Back to the Future Part III (1990),Heavy Metal (1981),Contact (1997)
5458,1,Rob Roy (1995),Chasing Amy (1997),Green Mile% The (1999),Waking Ned Devine (1998),Swingers (1996),Glengarry Glen Ross (1992)
5459,0,Beverly Hillbillies% The (1993),Scream 3 (2000),Drop Dead Gorgeous (1999),Simply Irresistible (1999),54 (1998),My Giant (1998)
5460,0,L.A. Confidential (1997),Insider% The (1999),Sling Blade (1996),Dead Man Walking (1995),Elizabeth (1998),Taxi Driver (1976)
5461,1,Babe: Pig in the City (1998),Creature Comforts (1990),Chicken Run (2000),Wallace & Gromit: The Best of Aardman Animation (1996),Pink Flamingos (1972),American Graffiti (1973)
5462,0,Civil Action% A (1998),Frequency (2000),Bone Collector% The (1999),Cruel Intentions (1999),Pitch Black (2000),I Saw What You Did (1965)
5463,1,On the Waterfront (1954),Singin' in the Rain (1952),Rear Window (1954),Vertigo (1958),Blade Runner (1982),Godfather% The (1972)
5464,0,Clockwork Orange% A (1971),To Kill a Mockingbird (1962),Duck Soup (1933),Taxi Driver (1976),Key Largo (1948),Touch of Evil (1958)
5465,0,South Park: Bigger% Longer and Uncut (1999),Doors% The (1991),Fight Club (1999),Bowfinger (1999),Romy and Michele's High School Reunion (1997),Exotica (1994)
5466,0,Trainspotting (1996),Straight Story% The (1999),Key Largo (1948),Nikita (La Femme Nikita) (1990),Simple Plan% A (1998),Once Were Warriors (1994)
5467,0,Searchers% The (1956),Pale Rider (1985),Wild Bunch% The (1969),Once Upon a Time in the West (1969),Tombstone (1993),Young Guns (1988)
5468,0,Close Encounters of the Third Kind (1977),Seven (Se7en) (1995),Sling Blade (1996),Who Framed Roger Rabbit? (1988),Die Hard (1988),Taxi Driver (1976)
5469,0,Heat (1995),Negotiator% The (1998),Vertigo (1958),Deer Hunter% The (1978),Thelma & Louise (1991),Four Rooms (1995)
5470,0,Silence of the Lambs% The (1991),Rear Window (1954),Talented Mr. Ripley% The (1999),Casablanca (1942),Taxi Driver (1976),Citizen Kane (1941)
5471,0,Professional% The (a.k.a. Leon: The Professional) (1994),Simple Plan% A (1998),Big Lebowski% The (1998),Jackie Brown (1997),Edward Scissorhands (1990),L.A. Confidential (1997)
5472,0,E.T. the Extra-Terrestrial (1982),Face/Off (1997),Mars Attacks! (1996),Alien (1979),For Your Eyes Only (1981),Goonies% The (1985)
5473,0,Abyss% The (1989),Jaws (1975),Blues Brothers% The (1980),Twelve Monkeys (1995),Full Metal Jacket (1987),Spy Who Loved Me% The (1977)
5474,1,Clockwork Orange% A (1971),Total Recall (1990),Close Encounters of the Third Kind (1977),Star Wars: Episode I - The Phantom Menace (1999),Princess Bride% The (1987),Brother from Another Planet% The (1984)
5475,0,Hudsucker Proxy% The (1994),Saving Private Ryan (1998),Bull Durham (1988),Rosencrantz and Guildenstern Are Dead (1990),Election (1999),And Now for Something Completely Different (1971)
5476,0,Key Largo (1948),Big Sleep% The (1946),Touch of Evil (1958),Strangers on a Train (1951),M (1931),Thunderball (1965)
5477,0,Rocky Horror Picture Show% The (1975),Star Wars: Episode I - The Phantom Menace (1999),Matrix% The (1999),Terminator 2: Judgment Day (1991),Princess Bride% The (1987),Wizard of Oz% The (1939)
5478,1,Babe (1995),Toy Story 2 (1999),Aladdin (1992),Four Weddings and a Funeral (1994),Life Is Beautiful (La Vita è bella) (1997),Dave (1993)
5479,1,Blues Brothers% The (1980),Ferris Bueller's Day Off (1986),Who Framed Roger Rabbit? (1988),Full Metal Jacket (1987),Trading Places (1983),Say Anything... (1989)
5480,0,Benny & Joon (1993),Sleepless in Seattle (1993),Lady and the Tramp (1955),Much Ado About Nothing (1993),Risky Business (1983),Good Morning% Vietnam (1987)
5481,0,Man on the Moon (1999),Snow Falling on Cedars (1999),Red Violin% The (Le Violon rouge) (1998),Cradle Will Rock% The (1999),Magnolia (1999),U-571 (2000)
5482,1,Babe (1995),Rock% The (1996),Mariachi% El (1992),Pleasantville (1998),Crying Game% The (1992),L.A. Story (1991)
5483,1,Six Days Seven Nights (1998),Notting Hill (1999),Wayne's World (1992),Michael (1996),Tin Cup (1996),L.A. Story (1991)
5484,0,Twelve Monkeys (1995),Star Wars: Episode I - The Phantom Menace (1999),Pi (1998),Metropolis (1926),Face/Off (1997),Fly% The (1986)
5485,1,E.T. the Extra-Terrestrial (1982),20%000 Leagues Under the Sea (1954),Princess Bride% The (1987),Clockwork Orange% A (1971),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Superman II (1980)
5486,0,Lock% Stock & Two Smoking Barrels (1998),Carlito's Way (1993),Bound (1996),Big Lebowski% The (1998),Casino (1995),Freeway (1996)
5487,0,Who Framed Roger Rabbit? (1988),Jurassic Park (1993),Star Trek VI: The Undiscovered Country (1991),X-Men (2000),Braveheart (1995),Alien (1979)
5488,1,Shawshank Redemption% The (1994),Galaxy Quest (1999),Elizabeth (1998),Evita (1996),Dark City (1998),And the Band Played On (1993)
5489,0,Princess Bride% The (1987),E.T. the Extra-Terrestrial (1982),Sixth Sense% The (1999),Run Lola Run (Lola rennt) (1998),Life Is Beautiful (La Vita è bella) (1997),Sling Blade (1996)
5490,1,Braveheart (1995),Face/Off (1997),Tarzan (1999),Mars Attacks! (1996),Prince of Egypt% The (1998),Contact (1997)
5491,0,Sling Blade (1996),Professional% The (a.k.a. Leon: The Professional) (1994),Dark City (1998),Run Lola Run (Lola rennt) (1998),Big Lebowski% The (1998),Waking Ned Devine (1998)
5492,1,Santa Clause% The (1994),Bram Stoker's Dracula (1992),Star Trek III: The Search for Spock (1984),Total Recall (1990),Patch Adams (1998),Loser (2000)
5493,1,Naked Gun 2 1/2: The Smell of Fear% The (1991),Ref% The (1994),Some Folks Call It a Sling Blade (1993),Harold and Maude (1971),Nikita (La Femme Nikita) (1990),Stand by Me (1986)
5494,0,Chinatown (1974),Third Man% The (1949),Princess Bride% The (1987),Tampopo (1986),Crimes and Misdemeanors (1989),Arsenic and Old Lace (1944)
5495,0,Office Space (1999),Exotica (1994),Rushmore (1998),Bringing Out the Dead (1999),Red Violin% The (Le Violon rouge) (1998),Sleepy Hollow (1999)
5496,1,Schindler's List (1993),Sling Blade (1996),Green Mile% The (1999),Being John Malkovich (1999),Some Folks Call It a Sling Blade (1993),Toy Story 2 (1999)
5497,1,Indiana Jones and the Last Crusade (1989),Army of Darkness (1993),Braveheart (1995),X-Men (2000),Alien (1979),E.T. the Extra-Terrestrial (1982)
5498,0,Dead Man Walking (1995),Dave (1993),Mighty Aphrodite (1995),Shall We Dance? (Shall We Dansu?) (1996),Sleepless in Seattle (1993),Groundhog Day (1993)
5499,0,L.A. Story (1991),Grosse Pointe Blank (1997),Full Monty% The (1997),Shawshank Redemption% The (1994),Schindler's List (1993),Reservoir Dogs (1992)
5500,1,Postino% Il (The Postman) (1994),All About My Mother (Todo Sobre Mi Madre) (1999),Howards End (1992),Piano% The (1993),Election (1999),Sweet Hereafter% The (1997)
